cmp_pressure,polish_time,slurry_ph,annealing_temp,temp_gradient,etch_depth,vacuum_pressure,pr_thickness_cv,particle_count,defect_class,wafer_id,is_defect
103.97371322408986,32.36876976849044,6.054367456706765,1115.308043120267,1.4699256230342768,495.6973035062321,1.0482752785034155e-06,2.7555662738450044,3.6572529610802302,none,0,0
98.89388559063052,36.55845995688199,6.247627666504884,1121.468254048209,0.248407622098469,499.0203228877907,8.82796345657458e-07,1.4900342191713776,3.5724010677226037,none,1,0
105.18150830480553,38.34557786631342,6.123175926570302,1109.973798242711,0.8688819776490148,501.92884635762744,1.1037034571620788e-06,1.3437164709893366,7.8508118647458645,none,2,0
112.1842388512642,47.55075062936076,6.280801672503545,1061.1500461807645,0.9833359906474661,528.4058438493854,9.114457462292003e-07,1.2388200370729425,8.728827327719996,none,3,0
98.12677300221331,42.226212498135034,6.414339875715524,1096.8915513494449,1.0063634633598524,477.5834807453977,1.1124332556167691e-06,1.6881835185995544,3.1422350831796684,none,4,0
98.12690434440655,34.65807372360044,6.834861794532554,1076.8858485016617,1.0721984224312324,474.60959025462023,9.588832786928917e-07,1.6932912945854648,3.6620111351205917,none,5,0
112.63370252405913,41.94414515767055,6.371536384517719,1095.9478845416386,1.2441759279237972,537.0985922642892,7.418429311555505e-07,1.9753139365632562,7.28504563900829,none,6,0
106.13947783322327,33.81078404424654,5.865749717292163,1119.6000847226778,0.9858370243818596,486.1206577435611,8.526375639278595e-07,1.0369689178254935,6.067039986284793,none,7,0
96.24420491252039,44.33076421554829,6.956027138598064,1106.1030167174995,0.8527766871425277,462.108939392688,9.354377936969073e-07,1.3437525609293695,6.3528562106418445,none,8,0
104.34048034868772,38.11550139272848,6.165163946553984,1122.9618173279487,0.8369642621361217,485.4461017370039,1.2052283535622867e-06,2.515272861612101,6.793202589706114,none,9,0
96.2926584575003,39.62545524504332,6.476511829158149,1106.8350784142708,0.7553936791846582,490.09841794268,1.1351715445793837e-06,1.6122953166249958,4.518535676511849,none,10,0
